Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Aug 13, 2025;Aug 14, 2025;92,064.06;44,667.96;28,642.80;121,658.84;382,366.82;2,376.55;-;161,717.00;90,554.75;144,002.25;26,904.25;35,025.50
Aug 14, 2025;Aug 15, 2025;90,732.91;45,446.50;33,922.95;64,128.57;360,749.10;2,321.42;-;167,086.25;100,253.50;157,331.25;29,979.00;33,070.50
Aug 15, 2025;Aug 16, 2025;88,224.99;41,954.83;44,640.22;160,977.28;359,752.64;2,290.40;-;150,128.75;62,881.00;94,369.25;29,178.00;33,563.25
Aug 16, 2025;Aug 17, 2025;89,330.84;39,415.00;105,957.25;260,704.18;265,769.28;2,449.97;-;129,050.75;15,015.75;48,976.25;26,128.25;34,721.00
Aug 17, 2025;Aug 18, 2025;90,525.72;39,975.42;48,866.26;116,494.07;315,436.83;2,465.75;-;136,882.50;24,009.75;67,488.25;20,310.50;34,249.50
Aug 18, 2025;Aug 19, 2025;91,065.35;41,368.02;1,941.49;56,975.71;410,042.37;2,601.95;-;181,583.00;72,675.00;124,543.50;31,549.25;34,653.00
Aug 19, 2025;Aug 20, 2025;89,598.35;40,866.39;30,264.06;82,139.05;401,907.49;2,502.99;-;180,506.50;67,405.50;123,245.25;28,968.50;33,580.75
Aug 20, 2025;Aug 21, 2025;90,347.20;41,896.76;49,642.02;134,518.24;304,383.51;2,441.76;-;195,032.25;75,241.75;114,121.25;22,276.25;33,894.25
Aug 21, 2025;Aug 22, 2025;90,785.01;45,777.47;70,636.79;216,991.83;283,324.99;2,412.94;-;179,517.25;67,271.00;112,084.75;17,815.75;35,351.50
Aug 22, 2025;Aug 23, 2025;91,722.31;51,936.04;109,670.59;288,361.89;251,560.33;2,416.11;-;161,446.50;28,272.75;61,343.75;29,782.00;34,728.25
Aug 23, 2025;Aug 24, 2025;91,675.08;48,407.80;98,359.91;280,625.19;243,412.04;2,408.00;-;131,900.75;7,785.50;56,132.25;21,422.50;34,145.00
Aug 24, 2025;Aug 25, 2025;91,306.34;44,612.22;47,760.14;156,646.05;294,082.88;2,449.28;-;133,169.25;10,387.00;64,483.25;23,979.00;33,646.00
Aug 25, 2025;Aug 26, 2025;91,444.72;44,894.14;23,255.73;120,413.33;336,809.68;2,378.07;-;168,480.25;44,143.25;108,568.50;26,949.00;35,203.75
Aug 26, 2025;Aug 27, 2025;90,936.85;43,391.54;28,374.60;84,843.91;360,119.52;2,195.10;-;193,782.50;82,292.50;136,441.25;23,840.25;36,440.50
Aug 27, 2025;Aug 28, 2025;89,250.66;43,937.93;34,444.85;191,920.26;282,030.18;2,093.35;-;185,390.25;81,718.50;144,849.50;24,024.75;34,387.00
Aug 28, 2025;Aug 29, 2025;89,808.09;43,737.75;16,979.31;100,677.44;141,631.07;2,301.81;-;203,441.75;89,484.00;196,021.25;22,792.75;34,292.50
Aug 29, 2025;Aug 30, 2025;89,695.80;49,458.11;42,327.55;154,259.39;262,587.15;2,365.00;-;181,950.25;59,248.75;131,684.00;22,463.75;34,692.75
Aug 30, 2025;Aug 31, 2025;89,365.47;48,931.55;43,959.07;193,103.76;271,338.03;2,344.34;-;143,636.25;16,365.25;75,247.00;25,896.25;33,396.50
Aug 31, 2025;Sep 1, 2025;87,637.25;43,048.37;72,190.14;189,924.62;306,862.64;2,261.76;-;123,355.25;17,639.00;67,339.50;17,166.50;33,283.25
Sep 1, 2025;Sep 2, 2025;89,508.52;44,778.07;39,458.64;189,073.41;204,545.08;2,400.49;-;188,070.50;59,050.25;135,319.00;30,556.00;34,953.25
Sep 2, 2025;Sep 3, 2025;92,567.22;45,054.19;38,091.94;150,717.84;224,506.03;2,569.38;-;182,380.50;72,010.25;165,990.25;28,340.75;33,480.50
Sep 3, 2025;Sep 4, 2025;91,064.09;42,222.97;101,172.36;475,852.32;272,326.09;2,484.28;-;138,629.50;51,859.50;97,251.50;16,923.75;31,628.25
Sep 4, 2025;Sep 5, 2025;92,072.31;43,492.43;81,259.67;311,838.36;272,012.37;2,465.46;-;142,170.25;57,467.50;123,719.75;29,968.25;32,677.75
Sep 5, 2025;Sep 6, 2025;94,145.73;45,128.08;47,838.66;180,517.47;204,634.17;2,518.82;-;216,790.25;73,517.00;150,607.25;25,093.25;30,210.75
Sep 6, 2025;Sep 7, 2025;94,587.48;46,601.77;13,047.80;70,009.26;348,876.49;2,421.90;-;176,531.25;48,274.25;92,178.00;25,623.75;35,570.75
Sep 7, 2025;Sep 8, 2025;92,646.64;38,676.99;85,563.86;292,183.87;322,542.97;2,328.91;-;122,384.75;7,739.25;60,411.50;10,172.25;29,216.25
Sep 8, 2025;Sep 9, 2025;95,258.34;44,726.55;60,347.30;169,638.48;239,621.38;2,217.17;-;220,021.25;64,932.50;159,286.50;32,207.00;29,155.50
Sep 9, 2025;Sep 10, 2025;93,502.65;48,894.09;22,532.40;80,982.48;162,713.98;2,369.65;-;243,722.25;99,077.50;224,810.75;27,711.50;32,397.00
Sep 10, 2025;Sep 11, 2025;90,960.42;44,434.02;34,958.56;60,942.56;161,540.37;2,316.99;-;249,862.75;92,669.75;206,411.75;28,002.25;31,519.75
Sep 11, 2025;Sep 12, 2025;89,680.77;41,454.89;115,095.18;439,897.42;216,501.19;2,401.59;-;163,080.75;19,777.50;103,667.75;23,911.50;32,511.25
Sep 12, 2025;Sep 13, 2025;90,858.18;40,937.70;113,824.21;472,035.77;234,885.82;2,163.69;-;104,804.25;18,958.50;106,286.00;29,862.50;33,221.00
Sep 13, 2025;Sep 14, 2025;94,868.85;38,847.04;120,418.41;351,144.57;244,310.12;1,877.96;-;94,234.50;17,818.00;69,987.75;23,936.25;34,067.25
Sep 14, 2025;Sep 15, 2025;95,320.30;38,925.82;54,099.60;243,754.89;236,473.57;1,911.24;-;111,849.75;12,844.75;79,842.75;33,016.50;33,023.50
Sep 15, 2025;Sep 16, 2025;89,890.46;37,047.03;118,047.89;764,259.11;224,730.07;2,077.94;-;57,889.75;27,660.75;53,532.25;25,939.25;33,248.00
Sep 16, 2025;Sep 17, 2025;86,711.15;37,629.20;118,546.13;824,322.89;191,934.94;2,401.90;-;68,275.25;28,983.75;57,006.00;23,791.25;31,321.50
Sep 17, 2025;Sep 18, 2025;90,717.55;36,942.93;144,126.49;505,103.70;200,156.22;2,466.47;-;118,816.00;45,338.25;96,026.50;27,915.50;32,004.25
Sep 18, 2025;Sep 19, 2025;89,110.29;36,771.13;144,165.25;511,097.56;245,392.20;2,418.94;-;108,959.25;27,027.25;100,245.75;24,730.00;33,037.50
Sep 19, 2025;Sep 20, 2025;90,350.87;34,111.72;105,316.80;253,380.57;310,485.95;2,427.08;-;155,983.75;41,657.25;123,752.75;31,877.75;31,903.75
Sep 20, 2025;Sep 21, 2025;89,007.48;32,198.42;106,267.76;350,553.33;289,091.87;2,446.65;-;118,101.25;9,119.00;53,780.75;23,942.25;32,183.00
Sep 21, 2025;Sep 22, 2025;87,572.44;31,939.89;130,147.51;436,073.98;169,127.10;2,406.47;-;105,595.00;23,072.75;62,742.50;11,050.75;33,035.00
Sep 22, 2025;Sep 23, 2025;92,942.99;35,868.31;119,721.80;291,288.30;122,161.06;2,415.65;-;198,405.75;52,561.50;115,372.75;21,105.75;34,344.00
Sep 23, 2025;Sep 24, 2025;96,416.06;41,704.02;38,264.03;248,913.00;194,359.72;2,503.18;-;226,150.75;77,860.75;192,318.75;24,599.25;35,060.00
Sep 24, 2025;Sep 25, 2025;95,909.58;39,351.43;61,964.47;592,293.33;160,311.32;2,585.90;-;187,940.50;39,380.00;105,037.75;18,537.25;32,452.75
Sep 25, 2025;Sep 26, 2025;96,829.88;42,294.57;117,478.29;606,623.05;113,079.68;2,639.23;-;177,422.75;37,058.50;110,138.25;29,631.25;33,010.25
Sep 26, 2025;Sep 27, 2025;98,188.00;42,585.06;141,646.80;367,582.51;124,492.02;2,598.52;-;205,561.25;42,982.25;153,455.00;23,927.50;34,467.25
Sep 27, 2025;Sep 28, 2025;98,226.98;41,717.48;72,770.50;170,380.14;148,047.12;2,529.64;-;184,570.25;30,594.75;133,336.25;16,014.25;37,730.00
Sep 28, 2025;Sep 29, 2025;97,491.11;38,719.37;21,991.60;90,941.87;216,290.33;2,581.42;-;186,077.00;35,548.50;150,768.25;10,485.75;39,806.50
Sep 29, 2025;Sep 30, 2025;98,564.47;38,278.99;22,006.88;93,780.03;209,935.91;2,569.44;-;234,303.50;81,700.25;252,313.75;26,859.25;41,789.25
Sep 30, 2025;Oct 1, 2025;99,239.59;37,542.50;20,370.51;125,960.34;170,810.27;2,642.02;-;237,104.25;101,027.00;255,176.00;27,918.75;45,113.25
Oct 1, 2025;Oct 2, 2025;100,409.91;39,596.68;35,978.48;131,424.02;226,638.91;2,594.25;-;249,280.25;96,879.75;244,947.50;26,974.00;43,456.00
Oct 2, 2025;Oct 3, 2025;101,765.17;39,339.94;71,827.54;148,405.07;268,752.06;2,685.30;-;232,699.50;53,248.00;213,277.25;29,262.50;44,941.00
Oct 3, 2025;Oct 4, 2025;100,129.06;37,686.63;114,383.90;397,348.58;230,704.36;2,661.47;-;95,139.25;16,919.75;114,062.50;25,913.75;44,864.00
Oct 4, 2025;Oct 5, 2025;95,435.76;33,017.18;107,280.33;835,336.51;85,342.14;2,088.95;-;49,067.00;15,772.50;48,128.75;25,453.75;42,374.50
Oct 5, 2025;Oct 6, 2025;91,669.62;35,962.37;98,388.74;831,504.15;117,207.80;2,041.59;-;62,409.75;15,467.25;52,107.50;21,157.25;41,647.75
Oct 6, 2025;Oct 7, 2025;94,460.31;39,643.03;76,083.70;597,532.11;69,739.12;2,516.38;-;172,039.25;57,158.50;184,987.50;25,929.00;42,241.75
Oct 7, 2025;Oct 8, 2025;96,025.91;45,035.28;53,187.92;107,913.76;76,770.39;2,510.32;-;263,102.00;88,878.00;280,006.75;31,920.75;41,413.00
Oct 8, 2025;Oct 9, 2025;95,962.01;43,778.96;44,836.16;92,005.48;114,827.78;2,435.02;-;272,330.25;103,663.00;286,058.75;31,486.75;44,733.00
Oct 9, 2025;Oct 10, 2025;95,163.29;42,056.35;89,290.32;187,081.68;106,793.52;2,564.13;-;273,398.25;110,581.25;277,629.25;19,402.75;41,441.50
Oct 10, 2025;Oct 11, 2025;95,967.41;39,077.50;108,895.98;381,015.31;84,678.64;2,610.87;-;238,730.75;87,574.25;185,237.50;22,571.25;50,898.75
Oct 11, 2025;Oct 12, 2025;95,809.40;34,228.41;73,501.68;281,295.48;100,421.09;2,573.91;-;209,580.00;63,095.50;123,712.75;18,497.50;48,028.00
Oct 12, 2025;Oct 13, 2025;94,935.02;31,399.18;74,705.67;196,179.56;90,995.12;2,487.87;-;227,723.25;60,532.75;135,904.50;11,437.00;47,736.75
Oct 13, 2025;Oct 14, 2025;96,541.27;37,022.86;20,767.29;42,183.42;122,242.28;2,560.32;-;254,720.00;127,713.25;279,751.50;35,650.00;50,254.00
Oct 14, 2025;Oct 15, 2025;96,308.57;36,203.51;47,918.32;106,148.37;129,891.56;2,531.27;-;259,450.00;136,729.00;306,570.50;27,763.50;48,977.00
Oct 15, 2025;Oct 16, 2025;97,011.76;37,025.82;55,222.81;66,540.03;103,797.98;2,564.77;-;279,557.48;131,924.52;315,380.49;28,743.80;47,949.04
Oct 16, 2025;Oct 17, 2025;97,339.48;33,539.58;116,980.05;192,889.39;99,141.68;2,568.05;-;274,307.45;108,925.56;267,863.64;23,553.01;46,839.96
Oct 17, 2025;Oct 18, 2025;97,961.87;31,736.55;92,662.84;231,859.22;93,471.41;2,699.57;-;271,579.00;137,360.92;243,067.06;22,538.50;45,445.97
Oct 18, 2025;Oct 19, 2025;98,141.93;28,165.85;37,915.88;154,998.84;206,085.89;2,774.64;-;226,227.06;92,882.74;158,752.07;17,597.29;45,781.68
Oct 19, 2025;Oct 20, 2025;95,833.12;26,305.01;103,531.57;410,300.37;164,018.95;2,807.09;-;135,939.95;29,025.49;90,736.83;12,907.26;47,190.07
Oct 20, 2025;Oct 21, 2025;96,611.79;29,423.12;148,934.53;548,519.07;98,744.11;2,714.58;-;151,516.82;60,270.08;123,332.91;30,319.28;47,111.37
Oct 21, 2025;Oct 22, 2025;95,963.46;28,578.10;140,354.69;664,676.77;117,762.55;2,709.59;-;140,875.96;63,489.79;122,088.37;15,074.21;51,618.02
Oct 22, 2025;Oct 23, 2025;101,833.47;31,295.56;88,310.83;249,053.13;81,191.38;2,679.16;-;239,349.12;118,160.42;245,363.79;34,118.09;53,614.17
Oct 23, 2025;Oct 24, 2025;98,899.96;33,165.22;99,428.01;742,322.30;61,725.73;2,703.07;-;146,631.83;61,495.20;115,638.85;13,003.45;49,218.83
Oct 24, 2025;Oct 25, 2025;97,560.86;35,560.57;107,423.06;987,565.21;101,120.90;2,626.48;-;66,611.15;38,145.99;79,751.24;22,819.67;45,280.74
Oct 25, 2025;Oct 26, 2025;99,450.91;33,611.07;153,683.12;865,240.70;72,376.98;2,636.25;-;60,311.68;18,654.19;64,902.79;34,934.97;42,811.53
Oct 26, 2025;Oct 27, 2025;101,175.19;36,741.86;145,227.91;965,591.09;89,482.64;2,693.79;-;79,597.93;13,735.90;59,722.79;18,921.31;32,709.59
Oct 27, 2025;Oct 28, 2025;100,652.48;38,983.00;124,085.70;847,870.23;67,405.32;2,509.86;-;82,332.56;41,833.29;115,687.97;33,070.65;37,290.97
Oct 28, 2025;Oct 29, 2025;100,120.31;40,958.66;132,155.21;875,777.20;63,540.35;2,516.75;-;96,943.90;43,110.37;118,060.34;22,324.52;45,307.35
Oct 29, 2025;Oct 30, 2025;99,455.24;40,078.26;141,836.24;540,937.32;132,634.07;2,514.13;-;177,069.95;54,439.35;139,334.79;29,441.37;39,996.42
Oct 30, 2025;Oct 31, 2025;101,308.41;38,634.62;94,171.98;687,545.30;136,908.28;2,554.40;-;170,977.35;55,464.50;127,790.48;18,468.33;38,653.08
Oct 31, 2025;Nov 1, 2025;104,153.52;38,918.94;102,863.72;328,474.73;128,209.43;2,654.47;-;189,222.45;63,025.47;155,556.61;25,481.53;44,273.15
Nov 1, 2025;Nov 2, 2025;101,365.69;38,196.27;132,104.93;527,229.82;82,441.12;2,659.10;-;92,318.61;25,846.72;81,971.49;15,959.08;44,292.89
Nov 2, 2025;Nov 3, 2025;102,594.62;38,336.01;79,070.76;314,078.19;52,161.67;2,581.46;-;150,945.19;28,887.60;123,516.43;23,595.86;46,535.19
Nov 3, 2025;Nov 4, 2025;100,582.46;41,811.84;109,466.81;530,567.71;114,893.67;2,551.69;-;165,954.30;56,473.13;149,591.82;20,684.85;48,206.33
Nov 4, 2025;Nov 5, 2025;101,099.54;41,098.29;136,529.59;452,804.60;140,137.19;2,623.57;-;188,463.81;72,582.79;151,462.93;24,450.31;46,328.58
Nov 5, 2025;Nov 6, 2025;102,234.46;39,949.30;119,320.37;361,245.36;159,141.12;2,621.88;-;220,562.21;92,497.97;168,010.20;20,106.45;49,154.16
Nov 6, 2025;Nov 7, 2025;103,020.92;39,192.22;38,418.39;241,764.31;137,634.07;2,671.73;-;259,440.59;124,578.54;263,010.81;17,721.12;47,806.48
Nov 7, 2025;Nov 8, 2025;105,601.97;40,149.68;13,557.03;109,890.49;90,241.46;2,692.15;-;267,849.02;138,461.51;330,148.62;31,972.51;41,676.07
Nov 8, 2025;Nov 9, 2025;105,301.29;37,633.35;1,294.43;29,322.74;55,959.28;2,704.91;-;275,972.99;132,476.80;317,870.35;18,925.78;41,045.55
Nov 9, 2025;Nov 10, 2025;104,055.69;36,351.27;7,889.96;50,107.75;32,512.51;2,647.35;-;279,655.46;126,466.83;269,391.40;10,303.48;42,014.10
Nov 10, 2025;Nov 11, 2025;105,856.49;38,928.33;56,215.05;126,009.17;68,047.73;2,688.07;-;283,482.64;123,724.07;303,326.18;31,825.66;43,529.80
Nov 11, 2025;Nov 12, 2025;104,303.87;35,711.82;112,855.10;322,440.11;81,354.84;2,749.84;-;254,667.98;101,807.31;222,918.30;26,126.79;41,173.54
Nov 12, 2025;Nov 13, 2025;103,146.34;35,757.86;126,299.78;498,575.33;106,796.51;2,717.03;-;181,649.43;91,046.76;180,769.00;20,002.24;39,236.52
Nov 13, 2025;Nov 14, 2025;103,022.58;33,041.13;97,343.75;621,080.65;105,613.03;2,664.14;-;154,683.27;86,343.76;180,546.43;14,007.40;38,890.56
Nov 14, 2025;Nov 15, 2025;105,956.37;33,682.15;76,669.53;271,144.36;55,257.76;2,672.67;-;220,092.64;128,236.25;272,967.59;29,354.88;47,665.05
Nov 15, 2025;Nov 16, 2025;104,412.51;30,965.16;124,565.97;426,376.35;50,640.96;2,654.42;-;178,220.51;64,282.86;202,506.98;11,795.15;44,669.13
Nov 16, 2025;Nov 17, 2025;105,269.38;28,830.91;76,997.28;164,565.19;57,424.76;2,652.74;-;212,394.19;85,728.33;215,071.97;18,016.93;47,097.45
Nov 17, 2025;Nov 18, 2025;103,724.79;32,327.35;152,879.14;355,591.42;49,514.63;2,618.49;-;237,391.71;100,063.85;285,096.80;23,608.83;48,472.42
Nov 18, 2025;Nov 19, 2025;103,664.24;34,259.23;88,404.27;488,184.41;80,537.04;2,475.30;-;245,603.28;119,549.92;274,284.33;20,519.19;46,417.68
Nov 19, 2025;Nov 20, 2025;104,528.18;32,735.20;80,209.75;373,999.98;71,964.97;2,730.91;-;265,043.09;129,011.38;317,230.24;31,186.13;44,061.62
Nov 20, 2025;Nov 21, 2025;104,032.40;34,601.03;54,490.62;286,138.51;46,819.67;2,773.98;-;267,536.25;148,630.66;368,195.20;30,805.63;45,593.23
Nov 21, 2025;Nov 22, 2025;102,535.98;34,716.93;45,863.37;125,608.56;92,640.71;2,829.07;-;291,869.89;161,869.04;394,799.61;37,993.45;47,880.32
Nov 22, 2025;Nov 23, 2025;97,199.24;29,287.12;127,261.20;321,341.79;115,208.91;2,905.19;-;211,505.40;84,422.58;220,742.56;13,696.08;47,354.47
Nov 23, 2025;Nov 24, 2025;96,426.25;26,554.36;134,121.75;546,560.49;98,254.30;2,882.79;-;135,370.77;72,253.34;201,336.68;7,603.56;47,359.55
Nov 24, 2025;Nov 25, 2025;100,818.70;32,921.06;85,511.46;334,034.91;25,668.56;2,811.91;-;248,154.27;137,808.13;336,411.19;28,982.15;49,778.36
Nov 25, 2025;Nov 26, 2025;102,182.22;43,664.07;66,374.54;65,178.58;32,120.43;2,694.36;-;271,951.06;171,218.07;416,520.85;38,947.71;49,236.33
Nov 26, 2025;Nov 27, 2025;102,965.43;46,543.70;22,951.73;131,540.34;31,654.43;2,693.69;-;271,892.01;166,461.35;404,770.79;43,758.14;45,759.87
Nov 27, 2025;Nov 28, 2025;98,295.70;41,250.96;139,225.35;544,731.92;51,637.53;2,827.22;-;200,088.03;114,035.86;247,385.25;10,323.62;45,510.12
Nov 28, 2025;Nov 29, 2025;98,764.21;38,718.17;142,513.33;520,437.57;43,795.46;2,938.96;-;192,440.32;111,250.15;232,424.80;29,934.08;37,776.66
Nov 29, 2025;Nov 30, 2025;99,237.40;33,550.35;133,952.15;358,597.04;39,370.51;2,915.91;-;190,259.70;89,180.76;199,410.05;11,583.45;40,233.28
Nov 30, 2025;Dec 1, 2025;97,423.64;33,369.96;133,942.88;453,045.21;41,455.27;2,878.42;-;180,045.46;80,728.27;188,099.24;9,771.77;45,907.50
Dec 1, 2025;Dec 2, 2025;97,009.08;36,315.17;133,733.95;507,799.62;76,397.96;2,886.01;-;183,321.02;87,353.93;220,359.26;24,185.43;46,341.85
Dec 2, 2025;Dec 3, 2025;98,716.54;39,757.82;123,252.96;439,213.28;58,644.25;2,916.75;-;231,555.48;100,918.28;264,128.90;27,761.22;47,392.56
Dec 3, 2025;Dec 4, 2025;99,952.60;46,131.10;28,166.37;88,154.49;34,080.97;2,944.90;-;297,538.31;141,878.69;397,523.48;49,646.10;51,628.06
Dec 4, 2025;Dec 5, 2025;99,089.11;44,157.94;49,987.97;138,602.21;33,752.74;2,945.69;-;291,459.53;145,530.57;384,221.24;32,524.12;51,569.95
Dec 5, 2025;Dec 6, 2025;105,047.11;41,190.38;38,206.35;85,179.39;25,185.32;2,952.55;-;309,112.97;131,050.28;384,072.68;44,599.08;52,464.78
Dec 6, 2025;Dec 7, 2025;102,443.52;32,462.96;157,856.13;547,729.82;30,824.40;2,956.26;-;154,982.96;57,254.02;138,924.74;7,052.28;49,853.65
Dec 7, 2025;Dec 8, 2025;102,377.87;32,137.81;107,116.95;489,964.54;29,433.09;2,865.55;-;147,813.41;41,928.68;140,143.43;26,748.42;48,002.54
Dec 8, 2025;Dec 9, 2025;100,356.05;41,029.45;153,766.49;699,971.28;41,080.11;2,725.58;-;164,802.99;67,534.81;148,170.07;12,911.72;48,913.03
Dec 9, 2025;Dec 10, 2025;103,029.12;41,832.60;138,413.19;443,102.14;58,538.78;2,791.00;-;183,610.11;83,598.15;196,517.25;33,059.81;46,740.93
Dec 10, 2025;Dec 11, 2025;102,404.23;40,427.46;156,717.41;554,547.47;39,742.96;2,783.36;-;171,841.12;101,989.57;192,785.65;27,542.56;47,816.55
Dec 11, 2025;Dec 12, 2025;101,941.92;36,960.92;157,549.42;453,370.50;50,079.49;2,867.46;-;201,306.99;98,043.24;255,965.14;8,919.00;46,713.83
Dec 12, 2025;Dec 13, 2025;102,003.59;37,081.61;51,578.14;145,431.02;45,947.57;2,899.13;-;224,253.94;119,906.01;354,364.25;46,086.06;48,394.83
Dec 13, 2025;Dec 14, 2025;104,776.61;33,808.68;92,964.91;224,872.39;22,223.23;2,948.59;-;178,015.65;100,440.35;302,298.61;15,284.31;46,136.37
Dec 14, 2025;Dec 15, 2025;104,357.37;31,203.29;164,165.62;371,803.44;32,298.88;2,929.40;-;152,837.26;73,709.09;207,356.32;6,260.22;39,896.29
Dec 15, 2025;Dec 16, 2025;104,628.66;32,176.74;136,095.99;439,736.84;64,724.31;2,893.38;-;164,826.93;110,671.11;237,750.49;22,379.85;38,823.47
Dec 16, 2025;Dec 17, 2025;105,663.44;37,849.81;60,295.19;289,878.35;56,399.81;2,931.34;-;221,598.59;143,645.48;330,971.40;45,223.12;39,144.48
Dec 17, 2025;Dec 18, 2025;105,721.17;36,442.16;45,212.73;241,750.69;52,360.10;2,840.53;-;220,823.80;153,960.06;372,854.40;31,032.02;36,031.08
Dec 18, 2025;Dec 19, 2025;103,361.74;32,432.95;149,184.95;647,956.12;73,349.38;2,812.31;-;113,094.19;65,667.42;179,585.60;17,384.78;35,699.84
Dec 19, 2025;Dec 20, 2025;104,258.40;31,813.60;137,527.02;563,923.23;31,060.44;2,851.71;-;137,393.10;62,605.50;203,442.88;13,055.98;46,243.00
Dec 20, 2025;Dec 21, 2025;106,033.03;29,725.45;42,990.59;132,519.49;46,739.05;2,837.34;-;169,757.94;78,668.97;329,015.56;34,131.47;47,621.19
Dec 21, 2025;Dec 22, 2025;103,754.36;27,877.07;99,891.59;363,111.60;55,395.45;2,808.13;-;138,850.09;50,148.44;228,056.28;4,308.61;47,614.29
Dec 22, 2025;Dec 23, 2025;105,130.73;29,042.22;162,746.19;511,001.79;22,601.21;2,862.86;-;150,381.81;56,756.70;198,284.22;31,695.24;46,344.13
Dec 23, 2025;Dec 24, 2025;105,444.03;28,881.12;175,514.42;671,891.06;16,665.72;2,859.22;-;129,200.45;51,352.99;185,250.08;14,930.57;46,306.72
Dec 24, 2025;Dec 25, 2025;103,204.93;26,083.27;136,097.26;709,601.85;34,617.73;2,823.77;-;66,408.37;42,326.98;167,769.08;13,304.74;46,454.47
Dec 25, 2025;Dec 26, 2025;103,638.90;26,270.55;75,068.14;445,343.30;80,813.03;2,828.70;-;106,373.68;52,274.81;187,301.42;18,034.08;45,896.78
Dec 26, 2025;Dec 27, 2025;103,070.22;24,997.72;20,631.23;240,170.58;77,619.35;2,758.50;-;163,609.57;57,574.62;232,651.09;24,169.11;46,347.28
Dec 27, 2025;Dec 28, 2025;103,274.22;24,595.42;115,001.67;309,925.30;73,010.26;2,734.81;-;156,948.39;51,236.84;224,893.49;8,045.42;45,004.56
Dec 28, 2025;Dec 29, 2025;102,973.34;24,654.75;61,192.36;234,410.95;81,037.05;2,715.13;-;150,221.84;61,464.75;231,171.83;17,181.98;47,558.55
Dec 29, 2025;Dec 30, 2025;103,063.59;24,418.73;164,340.15;446,118.32;48,582.26;2,715.69;-;176,356.99;74,284.68;223,454.87;14,756.24;46,222.64
Dec 30, 2025;Dec 31, 2025;103,784.88;26,014.54;148,793.33;396,751.99;72,754.78;2,734.30;-;158,299.77;58,695.58;205,462.78;32,314.31;48,612.35
Dec 31, 2025;Jan 1, 2026;103,079.64;24,432.38;141,325.00;640,200.45;43,104.19;2,797.86;-;128,036.94;77,415.91;199,029.49;15,188.50;47,587.95
