Date,Renewable Share
2025-10-26,86.75675983436852
2025-10-04,86.5006454839824
2025-09-15,86.17674895290286
2025-10-05,85.92329147258327
2025-09-16,85.765562619566
2025-10-25,84.70157468221404
2025-10-24,84.05716432377302
2025-06-08,83.79291069300191
2025-06-06,82.7706497829337
2025-08-05,81.57178259401961
