Date;Start;End;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jul 24, 2023;2:00 PM;3:00 PM;4,197.75;1,579;1,659.75;17,010.5;19,179;103;0;4,875.5;2,402.25;4,431.25;55.75;1,614.5
Jul 24, 2023;3:00 PM;4:00 PM;4,157.5;1,644.75;1,866.5;16,354.5;19,188;103;0;4,990.5;2,269;4,205.75;83.5;1,717.25
Jul 24, 2023;4:00 PM;5:00 PM;4,163.75;1,743.75;2,108;15,870;17,024.5;103;0;5,177.75;2,289.75;4,134.5;480.25;1,538.25
Jul 24, 2023;5:00 PM;6:00 PM;4,163.75;1,800;2,329.25;15,431;11,864.25;103;0;5,226.5;2,241.75;4,675.75;957.75;1,442.25
Jul 24, 2023;6:00 PM;7:00 PM;4,197.5;1,702;2,644.5;15,745.25;7,140.5;103;0;6,155;1,901.5;5,674.25;1,329.75;1,435.5
Jul 24, 2023;7:00 PM;8:00 PM;4,228;1,765.5;3,439;14,712.75;3,570.25;103;0;6,538.25;1,762;6,108.75;1,778.5;1,442.75
Jul 24, 2023;8:00 PM;9:00 PM;4,274.5;1,689.5;3,639.75;13,986.75;1,004.25;103;0;6,902.75;1,601;6,444.75;2,336.5;1,444.75
Jul 24, 2023;9:00 PM;10:00 PM;4,324.25;1,744.5;3,950.75;12,627.75;23.75;103;0;7,054.25;1,498;6,520;2,710.5;1,441.5
Jul 24, 2023;10:00 PM;11:00 PM;4,349;1,741.5;3,875.75;10,620.25;0;103;0;6,956;1,414.5;6,849.75;2,507.25;1,444.5
Jul 24, 2023;11:00 PM;12:00 AM;4,370;1,709.25;3,371.5;11,129.5;0;103;0;6,696.75;1,365.75;6,410.25;1,196.25;1,447.75
Jul 25, 2023;12:00 AM;1:00 AM;4,344.5;1,683;2,610.25;11,434.25;0;103;0;6,331;1,291.25;4,763.25;724.25;1,442.5
Jul 25, 2023;1:00 AM;2:00 AM;4,309.75;1,652.5;2,844.75;10,733.75;0;103;0;6,325;1,281;4,130;465.75;1,444.25
Jul 25, 2023;2:00 AM;3:00 AM;4,276.5;1,680;3,700.5;9,498.5;0;103;0;6,075.75;1,279;4,155;110.75;1,428.5
Jul 25, 2023;3:00 AM;4:00 AM;4,210.5;1,702.25;3,742;8,314;0;103;0;5,695.75;1,283.5;4,002.5;43.5;1,430.25
Jul 25, 2023;4:00 AM;5:00 AM;4,157.75;1,790.75;3,881.25;6,974.75;0;103;0;5,727.25;1,299;4,465;191.75;1,450.25
Jul 25, 2023;5:00 AM;6:00 AM;4,112.75;1,780;3,993.25;6,459.75;88.25;103;0;6,196;1,567.5;5,561.5;144.75;1,460
Jul 25, 2023;6:00 AM;7:00 AM;4,114.5;1,863.25;3,536;5,758;1,273.5;103;0;7,271.5;2,023.5;6,447.5;1,451.25;1,466.5
Jul 25, 2023;7:00 AM;8:00 AM;4,151.25;1,757.25;3,100.75;4,841;4,118.75;103;0;6,951;2,302;6,901.25;2,553.5;1,459.25
Jul 25, 2023;8:00 AM;9:00 AM;4,196.75;1,890;3,333.75;4,277.5;8,149.5;103;0;6,933.25;2,311;7,182.5;2,840;1,450.25
Jul 25, 2023;9:00 AM;10:00 AM;4,235.5;1,938.5;3,293.5;4,553.75;12,948.25;103;0;6,907.75;2,127.25;7,338.25;1,871.75;1,449.25
Jul 25, 2023;10:00 AM;11:00 AM;4,274.5;2,036.5;3,059.5;5,291;16,507.25;103;0;6,578.5;1,911.5;6,879.5;1,461.25;1,448
Jul 25, 2023;11:00 AM;12:00 PM;4,322.5;2,086;2,408.25;5,762.75;19,216;103;0;6,210.75;1,884;6,810.5;1,227.25;1,455
Jul 25, 2023;12:00 PM;1:00 PM;4,345.25;2,078.75;2,139.25;6,539.5;20,054.5;103;0;5,845.25;2,067.75;6,619.5;789.5;1,456.25
Jul 25, 2023;1:00 PM;2:00 PM;4,318.5;2,050;2,428;8,184.25;19,705;103;0;5,348.75;2,336;5,904.25;389.5;1,464.75
Jul 25, 2023;2:00 PM;3:00 PM;4,263.75;2,074.75;2,677;9,706;19,390;103;0;5,306;2,449.5;5,780.75;134.25;1,464.5
Jul 25, 2023;3:00 PM;4:00 PM;4,186.75;2,113.25;2,481.75;10,502.5;17,976.25;103;0;5,286.25;2,473;5,787;169.5;1,450.75
Jul 25, 2023;4:00 PM;5:00 PM;4,150.5;2,136;2,600.5;11,368.25;15,090.5;103;0;5,101;2,491.25;5,670.75;267.5;1,451.25
Jul 25, 2023;5:00 PM;6:00 PM;4,128.25;2,176.75;2,777;11,330.5;10,561.5;103;0;5,234.5;2,738.5;6,287.25;466.75;1,461.75
Jul 25, 2023;6:00 PM;7:00 PM;4,155.75;2,195.75;2,914.25;10,914.75;6,616;103;0;5,768.25;3,031;6,754;1,269.25;1,463
Jul 25, 2023;7:00 PM;8:00 PM;4,190.75;2,192.5;3,312.25;9,968;3,363.25;103;0;6,076.25;3,031.75;7,352.75;1,652.75;1,461.75
Jul 25, 2023;8:00 PM;9:00 PM;4,216;2,161;3,609.25;8,233.5;948.5;103;0;6,530.75;2,747;7,602;2,087.25;1,459.25
Jul 25, 2023;9:00 PM;10:00 PM;4,261.75;2,137.75;3,939.25;7,696.5;35;103;0;6,390.75;2,453;7,358.5;2,077.75;1,464
Jul 25, 2023;10:00 PM;11:00 PM;4,275.25;2,080.25;4,197;8,053.75;0;103;0;6,167.25;2,526.75;7,046.75;1,108;1,468.25
Jul 25, 2023;11:00 PM;12:00 AM;4,328.75;2,154.75;3,644.5;9,303.25;0;103;0;5,849;2,412.5;6,125.25;548.5;1,453.75
